what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1480045176678
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1480045176678
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1480045176679
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1480045176679
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1480045176680
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1480045176681
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1480045176682
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1480045176683
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1480045176684
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1480045176684
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1480045176685
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1480045176685
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1480045176686
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1480045176686
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1480045176686
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1480045176687
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1480045176688
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1480045176688
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1480045176689
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1480045176690
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1480045176691
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1480045176691
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1480045176692
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1480045176692
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1480045176693
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1480045176693
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1480045176695
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1480045176695
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1480045176696
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1480045176697
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1480045176697
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1480045176698
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1480045176699
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1480045176700
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1480045176701
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1480045176701
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1480045176702
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1480045176703
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1480045176703
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1480045176703
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1480045176704
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1480045176705
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1480045176705
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1480045176706
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1480045176707
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1480045176708
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1480045176709
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1480045176709
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1480045176710
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1480045176711
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1480045176712
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1480045176712
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1480045176712
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1480045176713
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1480045176714
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1480045176715
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1480045176715
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1480045176715
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1480045176716
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1480045176716
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1480045176717
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1480045176717
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1480045176718
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1480045176719
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1480045176720
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1480045176721
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1480045176721
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1480045176722
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1480045176722
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1480045176723
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1480045176723
os,sysinfo,,,"win32",1480045176725
arch,sysinfo,,,"x86",1480045176725
ws,sysinfo,,,"win32",1480045176725
locale,sysinfo,,,"en_US",1480045176725
processors,sysinfo,,,"8",1480045176725
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1480045176725
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1480045176725
java.specification.name,sysinfo,,,"Java Platform API Specification",1480045176725
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1480045176725
java.specification.version,sysinfo,,,"1.6",1480045176725
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1480045176725
java.version,sysinfo,,,"1.6.0_23",1480045176725
java.vm.info,sysinfo,,,"mixed mode",1480045176725
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1480045176725
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1480045176725
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1480045176725
java.vm.specification.version,sysinfo,,,"1.0",1480045176725
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1480045176725
java.vm.version,sysinfo,,,"19.0-b09",1480045176725
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1480045176743
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1480045177264
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1480045177564
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1480045178363
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480045179115
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1480045184364
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1480045185902
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1480045185955
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1480045188680
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045188709
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1480045188818
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1480045188828
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1480045188830
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1480045188831
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045192086
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1480045193589
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045193941
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045205229
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1480045220240
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1480045220241
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1480045220247
started,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1480045221846
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045222081
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045659261
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1480045659275
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045660126
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045688559
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045689708
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045691895
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045692295
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045693927
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045694409
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045695034
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045695152
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045696758
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480045697327
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045700080
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045762026
opened,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1480045765507
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1480045765781
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1480045765793
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1480045767239
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=0x21038] return code: 4, 'other error'",1480045768606
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, --accept-bad-sysid, --sidp=0x21038, /cygdrive/e/UIUC/Senior/Resrarch/vectadd/software/vectadd/vectadd.elf] return code: 4, 'other error'",1480045771950
error,log,,,"Downloading ELF Process failed",1480045771952
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045771986
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045773143
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045779480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045780449
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045780473
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045782023
executed,command,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project.commands.systemConsole",1480045782029
executed,command,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project.commands.quartus",1480045783695
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045783912
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045793569
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045794450
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045795240
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045795495
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045842343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045842950
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045848595
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045849637
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1480045850941
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045853209
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045855510
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480045856126
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1480045857473
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045857766
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045861299
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480045869492
started,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1480045877397
started,bundle,org.eclipse.rse.core,3.2.2.R33x_v201110030150,"org.eclipse.rse.core",1480045877483
started,bundle,org.eclipse.rse.services,3.2.101.R33x_v201109141647,"org.eclipse.rse.services",1480045877514
started,bundle,org.eclipse.rse.ui,3.2.1.R33x_v201109141647,"org.eclipse.rse.ui",1480045877599
started,bundle,org.eclipse.rse.subsystems.shells.core,3.1.201.R33x_v201106281309,"org.eclipse.rse.subsystems.shells.core",1480045877599
started,bundle,org.eclipse.rse.subsystems.shells.dstore,2.1.300.v201101042155,"org.eclipse.rse.subsystems.shells.dstore",1480045877600
started,bundle,org.eclipse.rse.subsystems.files.core,3.2.101.R33x_v201107181530,"org.eclipse.rse.subsystems.files.core",1480045877600
started,bundle,org.eclipse.rse.subsystems.files.local,2.1.200.v201101042155,"org.eclipse.rse.subsystems.files.local",1480045877601
started,bundle,org.eclipse.dstore.core,3.3.1.R33x_v201107181530,"org.eclipse.dstore.core",1480045877606
started,bundle,org.eclipse.rse.subsystems.shells.local,2.1.300.v201101042155,"org.eclipse.rse.subsystems.shells.local",1480045877611
started,bundle,org.eclipse.rse.subsystems.shells.ssh,2.1.300.v201101042155,"org.eclipse.rse.subsystems.shells.ssh",1480045877613
started,bundle,org.eclipse.rse.services.ssh,3.1.1.R33x_v201107181530,"org.eclipse.rse.services.ssh",1480045877615
started,bundle,org.eclipse.rse.subsystems.shells.telnet,1.2.200.v201101042155,"org.eclipse.rse.subsystems.shells.telnet",1480045877619
started,bundle,org.eclipse.rse.services.telnet,2.0.200.v201101042155,"org.eclipse.rse.services.telnet",1480045877622
started,bundle,org.eclipse.rse.connectorservice.local,2.1.300.v201101042155,"org.eclipse.rse.connectorservice.local",1480045877627
started,bundle,org.eclipse.rse.subsystems.terminals.ssh,1.0.100.v201101042155,"org.eclipse.rse.subsystems.terminals.ssh",1480045877627
