what,kind,bundleId,bundleVersion,description,time
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1480104530377
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480104531570
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480104621709
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480104621720
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1480104622519
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480104624323
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480104626523
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480104627237
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1480104627927
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480104628209
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480104631415
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1480104636297
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1480104636509
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1480104641432
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480104656595
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1480104659777
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1480104661648
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1480104662996
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1480104671750
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1480104674339
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1480104676630
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1480104683144
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1480104688183
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1480104688492
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480104688766
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1480104694385
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480104695133
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1480104695680
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480104695953
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480104698289
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1480104698294
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480104698326
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480104698375
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1480104699383
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480104699659
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480104702858
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480104703939
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480104704023
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480104705015
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480104714180
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480104714576
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480104717618
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1480104725087
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1480104725321
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1480104730547
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480104735574
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1480104740309
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480104740945
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1480104750339
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480104752096
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480104761158
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480104763034
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480104764498
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480104767210
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480104767722
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480104770366
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480104838904
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480104848605
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480104849541
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1480104849551
